"year","industry","growth_rate"
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",1400
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",1100
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",1000
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",1300
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",0
2010,"Food & Beverage",800
2010,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",1200
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",1100
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",1100
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",1100
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",1200
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",700
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",1100
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",1300
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",1100
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",700
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2011,"Food & Beverage",0
2012,"Food & Beverage",1300
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",800
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",1000
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",1000
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",1300
2012,"Food & Beverage",0
2012,"Food & Beverage",700
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",1100
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",800
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",1100
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",1000
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2012,"Food & Beverage",800
2012,"Food & Beverage",0
2012,"Food & Beverage",800
2012,"Food & Beverage",0
2012,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",1300
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",1000
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",1200
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",1400
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",700
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",1000
2013,"Food & Beverage",0
2013,"Food & Beverage",900
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",900
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",1100
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",800
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2013,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",800
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",800
2014,"Food & Beverage",0
2014,"Food & Beverage",1400
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",700
2014,"Food & Beverage",0
2014,"Food & Beverage",900
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",1400
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",800
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",800
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",1100
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",800
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2014,"Food & Beverage",700
2014,"Food & Beverage",0
2014,"Food & Beverage",0
2015,"Food & Beverage",800
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",1200
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",1200
2015,"Food & Beverage",0
2015,"Food & Beverage",800
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",800
2015,"Food & Beverage",0
2015,"Food & Beverage",1300
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",800
2015,"Food & Beverage",0
2015,"Food & Beverage",1200
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",700
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",700
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",800
2015,"Food & Beverage",0
2015,"Food & Beverage",500
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",1300
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2015,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",1200
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",1200
2016,"Food & Beverage",0
2016,"Food & Beverage",1100
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",1100
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",700
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",800
2016,"Food & Beverage",0
2016,"Food & Beverage",900
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",800
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",1100
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2016,"Food & Beverage",900
2016,"Food & Beverage",0
2016,"Food & Beverage",0
2017,"Food & Beverage",1200
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",1200
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",700
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",1300
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",700
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",700
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",700
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",700
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",700
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",800
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",700
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",1100
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2017,"Food & Beverage",0
2018,"Food & Beverage",1400
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",700
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",700
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",700
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",600
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",700
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",700
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",1100
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",800
2018,"Food & Beverage",0
2018,"Food & Beverage",1700
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",700
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2018,"Food & Beverage",0
2019,"Food & Beverage",1300
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",800
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",800
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",800
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",800
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",700
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",700
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",700
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",700
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",700
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",700
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",800
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",0
2019,"Food & Beverage",700
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",1300
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",600
2020,"Food & Beverage",0
2020,"Food & Beverage",700
2020,"Food & Beverage",100
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",700
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",700
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",700
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",900
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",600
2020,"Food & Beverage",0
2020,"Food & Beverage",700
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",900
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",1100
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2020,"Food & Beverage",0
2021,"Food & Beverage",600
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",1300
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",900
2021,"Food & Beverage",0
2021,"Food & Beverage",700
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",1000
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",1000
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",900
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",1000
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",1100
2021,"Food & Beverage",0
2021,"Food & Beverage",1000
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",0
2021,"Food & Beverage",700
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",600
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",1000
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",500
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",700
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",700
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",800
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",1000
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",1200
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2022,"Food & Beverage",700
2022,"Food & Beverage",0
2022,"Food & Beverage",0
2010,"Fuel & Gasoline",NULL
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",1900
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",600
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",1400
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",1400
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",1400
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",1800
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",0
2010,"Fuel & Gasoline",1000
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",1900
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",1000
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",1700
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",100
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",0
2011,"Fuel & Gasoline",1900
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",2000
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",1700
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",100
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",900
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",1900
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",1700
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2012,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",1400
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",1000
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",800
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",2400
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",2400
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",0
2013,"Fuel & Gasoline",800
2013,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",1200
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",1100
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",2200
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",100
2014,"Fuel & Gasoline",600
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",600
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",2300
2014,"Fuel & Gasoline",0
2014,"Fuel & Gasoline",2300
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",2400
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",2400
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",2200
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",2000
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",1300
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",1300
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",800
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",1500
2015,"Fuel & Gasoline",0
2015,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",1800
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",1500
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",1000
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",1400
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",1700
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",100
2016,"Fuel & Gasoline",900
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",900
2016,"Fuel & Gasoline",0
2016,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",900
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",1000
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",1800
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",2000
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",2000
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",2200
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",800
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",2700
2017,"Fuel & Gasoline",0
2017,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",1800
2018,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",1900
2018,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",2400
2018,"Fuel & Gasoline",0
2018,"Fuel & Gasoline",0
